product_id,order_date,quantity,total_amount,price,base_price,category,brand,order_region,customer_region,channel,segment,discount_pct,promotion_flag,purchase_frequency,margin_pct,popularity_score,order_month,order_weekday,is_weekend,lag_1_sales,lag_7_sales,rolling_avg_7,target_demand
P013,2025-03-13,1,9026.67,9026.67,10600.0,Home,Prestige,East,East,Mobile App,Regular,15.0,1,1.46,0.234,0.0079372623574144,3,3,0,3.0,0.0,2.5,1
P013,2025-03-15,4,33794.88,8448.72,10600.0,Home,Prestige,North,North,Mobile App,Premium,20.0,1,4.36,0.234,0.0079372623574144,3,5,1,1.0,0.0,2.8,4
P013,2025-04-15,2,19532.84,9766.42,10600.0,Home,Prestige,East,East,Mobile App,Premium,10.0,0,3.78,0.234,0.0079372623574144,4,1,0,4.0,0.0,2.6666666666666665,2
P013,2025-04-24,4,39963.2,9990.8,10600.0,Home,Prestige,North,North,Web,Premium,5.0,0,3.45,0.234,0.0079372623574144,4,3,0,2.0,0.0,2.857142857142857,4
P013,2025-05-01,2,19604.18,9802.09,10600.0,Home,Prestige,East,East,Store,Budget,5.0,0,1.34,0.234,0.0079372623574144,5,3,0,4.0,3.0,2.7142857142857144,2
P013,2025-05-08,2,21142.24,10571.12,10600.0,Home,Prestige,North,North,Web,Premium,0.0,0,4.5,0.234,0.0079372623574144,5,3,0,2.0,3.0,2.5714285714285716,2
P013,2025-06-01,2,20602.24,10301.12,10600.0,Home,Prestige,East,East,Mobile App,Budget,5.0,0,1.42,0.234,0.0079372623574144,6,6,1,2.0,3.0,2.4285714285714284,2
P013,2025-06-04,3,138037.35,46012.45,10600.0,Home,Prestige,East,East,Mobile App,Regular,10.0,0,3.02,0.234,0.0079372623574144,6,2,0,2.0,1.0,2.7142857142857144,3
P013,2025-06-08,2,17059.86,8529.93,10600.0,Home,Prestige,East,East,Mobile App,Premium,20.0,1,3.56,0.234,0.0079372623574144,6,6,1,3.0,4.0,2.4285714285714284,2
P013,2025-06-19,2,21421.34,10710.67,10600.0,Home,Prestige,North,North,Mobile App,Premium,0.0,0,3.45,0.234,0.0079372623574144,6,3,0,2.0,2.0,2.4285714285714284,2
P013,2025-06-25,2,20158.2,10079.1,10600.0,Home,Prestige,North,North,Web,Premium,5.0,0,2.69,0.234,0.0079372623574144,6,2,0,2.0,4.0,2.142857142857143,2
P013,2025-07-03,2,17260.8,8630.4,10600.0,Home,Prestige,West,West,Mobile App,Premium,20.0,1,3.2,0.234,0.0079372623574144,7,3,0,2.0,2.0,2.142857142857143,2
P013,2025-07-06,15,47700.0,3180.0,10600.0,Home,Prestige,South,South,Mobile App,Loyal,70.0,1,6.87,0.234,0.0079372623574144,7,6,1,2.0,2.0,4.0,15
P013,2025-07-14,3,26803.29,8934.43,10600.0,Home,Prestige,North,North,Mobile App,Premium,15.0,1,5.03,0.234,0.0079372623574144,7,0,0,15.0,2.0,4.142857142857143,3
P013,2025-08-04,2,19048.4,9524.2,10600.0,Home,Prestige,West,West,Web,Regular,10.0,0,1.75,0.234,0.0079372623574144,8,0,0,3.0,3.0,4.0,2
P013,2025-08-25,1,10495.83,10495.83,10600.0,Home,Prestige,Central,Central,Store,Premium,0.0,0,3.66,0.234,0.0079372623574144,8,0,0,2.0,2.0,3.857142857142857,1
P013,2025-09-02,4,40000.8,10000.2,10600.0,Home,Prestige,West,West,Mobile App,Premium,5.0,0,3.83,0.234,0.0079372623574144,9,1,0,1.0,2.0,4.142857142857143,4
P013,2025-09-04,2,16489.86,8244.93,10600.0,Home,Prestige,North,North,Mobile App,Regular,20.0,1,1.34,0.234,0.0079372623574144,9,3,0,4.0,2.0,4.142857142857143,2
P013,2025-09-14,3,32233.56,10744.52,10600.0,Home,Prestige,North,North,Web,Premium,0.0,0,3.45,0.234,0.0079372623574144,9,6,1,2.0,2.0,4.285714285714286,3
P013,2025-09-30,1,10829.96,10829.96,10600.0,Home,Prestige,East,East,Web,Premium,0.0,0,5.48,0.234,0.0079372623574144,9,1,0,3.0,15.0,2.2857142857142856,1
P013,2025-10-03,4,29386.56,7346.64,10600.0,Home,Prestige,South,South,Mobile App,Loyal,30.0,1,5.22,0.234,0.0079372623574144,10,4,0,1.0,3.0,2.4285714285714284,4
P013,2025-10-11,2,16000.94,8000.47,10600.0,Home,Prestige,South,South,Mobile App,Budget,25.0,1,0.95,0.234,0.0079372623574144,10,5,1,4.0,2.0,2.4285714285714284,2
P013,2025-10-13,2,17092.98,8546.49,10600.0,Home,Prestige,West,West,Web,Loyal,20.0,1,3.44,0.234,0.0079372623574144,10,0,0,2.0,1.0,2.5714285714285716,2
P013,2025-10-19,2,18276.1,9138.05,10600.0,Home,Prestige,North,North,Mobile App,Premium,15.0,1,4.47,0.234,0.0079372623574144,10,6,1,2.0,4.0,2.2857142857142856,2
P013,2025-11-02,1,6311.96,6311.96,10600.0,Home,Prestige,East,East,Store,Premium,40.0,1,5.48,0.234,0.0079372623574144,11,6,1,2.0,2.0,2.142857142857143,1
P013,2025-11-03,3,25471.68,8490.56,10600.0,Home,Prestige,West,West,Mobile App,Premium,20.0,1,2.45,0.234,0.0079372623574144,11,0,0,1.0,3.0,2.142857142857143,3
P013,2025-11-11,2,18149.38,9074.69,10600.0,Home,Prestige,East,East,Mobile App,Loyal,15.0,1,6.9,0.234,0.0079372623574144,11,1,0,3.0,1.0,2.2857142857142856,2
P013,2025-11-16,2,17912.58,8956.29,10600.0,Home,Prestige,East,East,Store,Regular,15.0,1,2.9,0.234,0.0079372623574144,11,6,1,2.0,4.0,2.0,2
P013,2025-12-02,1,8396.98,8396.98,10600.0,Home,Prestige,Central,Central,Web,Premium,20.0,1,3.74,0.234,0.0079372623574144,12,1,0,2.0,2.0,1.8571428571428572,1
P013,2025-12-08,1,9550.48,9550.48,10600.0,Home,Prestige,East,East,Store,Budget,10.0,0,0.87,0.234,0.0079372623574144,12,0,0,1.0,2.0,1.7142857142857142,1
P013,2025-12-11,2,21017.74,10508.87,10600.0,Home,Prestige,Central,Central,Mobile App,Loyal,0.0,0,3.39,0.234,0.0079372623574144,12,3,0,1.0,2.0,1.7142857142857142,2
P013,2025-12-23,1,10455.5,10455.5,10600.0,Home,Prestige,Central,Central,Mobile App,Premium,0.0,0,3.78,0.234,0.0079372623574144,12,1,0,2.0,1.0,1.7142857142857142,1
P013,2025-12-27,2,19171.84,9585.92,10600.0,Home,Prestige,West,West,Mobile App,Regular,10.0,0,2.56,0.234,0.0079372623574144,12,5,1,1.0,3.0,1.5714285714285714,2
P013,2025-12-29,2,19906.52,9953.26,10600.0,Home,Prestige,Central,Central,Mobile App,Loyal,5.0,0,4.5,0.234,0.0079372623574144,12,0,0,2.0,2.0,1.5714285714285714,2
P014,2025-01-01,4,53064.41,12914.665,13520.0,Electronics,Dell,South,South,Mobile App,Regular,5.0,0,2.41,0.233,0.0127281368821292,1,2,0,0.0,0.0,4.0,4
P014,2025-01-08,2,21614.02,10807.01,13520.0,Electronics,Dell,North,North,Mobile App,Premium,20.0,1,3.91,0.233,0.0127281368821292,1,2,0,4.0,0.0,3.0,2
P014,2025-01-25,25,292290.5,11691.62,13520.0,Electronics,Dell,East,East,Mobile App,Premium,15.0,1,2.7,0.233,0.0127281368821292,1,5,1,2.0,0.0,10.333333333333334,25
P014,2025-02-05,2,25928.8,12964.4,13520.0,Electronics,Dell,North,North,Mobile App,Loyal,5.0,0,4.12,0.233,0.0127281368821292,2,2,0,25.0,0.0,8.25,2
P014,2025-02-14,7,241321.85,37901.315,13520.0,Electronics,Dell,South,South,Web,Budget,5.0,0,2.435,0.233,0.0127281368821292,2,4,0,2.0,0.0,8.0,7
P014,2025-03-11,4,39951.48,9987.87,13520.0,Electronics,Dell,South,South,Mobile App,Budget,25.0,1,1.5,0.233,0.0127281368821292,3,1,0,7.0,0.0,7.333333333333333,4
P014,2025-03-12,1,12948.06,12948.06,13520.0,Electronics,Dell,South,South,Mobile App,Premium,5.0,0,4.67,0.233,0.0127281368821292,3,2,0,4.0,0.0,6.428571428571429,1
P014,2025-03-19,1,12624.76,12624.76,13520.0,Electronics,Dell,South,South,Mobile App,Premium,5.0,0,5.02,0.233,0.0127281368821292,3,2,0,1.0,4.0,6.0,1
P014,2025-03-25,1,10992.56,10992.56,13520.0,Electronics,Dell,North,North,Mobile App,Premium,20.0,1,3.91,0.233,0.0127281368821292,3,1,0,1.0,2.0,5.857142857142857,1
P014,2025-04-10,2,22542.84,11271.42,13520.0,Electronics,Dell,West,West,Web,Loyal,15.0,1,5.04,0.233,0.0127281368821292,4,3,0,1.0,25.0,2.5714285714285716,2
P014,2025-04-15,1,11841.51,11841.51,13520.0,Electronics,Dell,South,South,Mobile App,Loyal,10.0,0,3.59,0.233,0.0127281368821292,4,1,0,2.0,2.0,2.4285714285714284,1
P014,2025-04-16,26,311400.58,12700.49,13520.0,Electronics,Dell,North,North,Mobile App,Budget,5.0,0,1.5650000000000002,0.233,0.0127281368821292,4,2,0,1.0,7.0,5.142857142857143,26
P014,2025-04-21,3,34368.87,11456.29,13520.0,Electronics,Dell,West,West,Web,Loyal,15.0,1,4.37,0.233,0.0127281368821292,4,0,0,26.0,4.0,5.0,3
P014,2025-04-27,1,9796.62,9796.62,13520.0,Electronics,Dell,West,West,Store,Loyal,25.0,1,5.72,0.233,0.0127281368821292,4,6,1,3.0,1.0,5.0,1
P014,2025-05-03,2,18869.6,9434.8,13520.0,Electronics,Dell,North,North,Mobile App,Loyal,30.0,1,5.65,0.233,0.0127281368821292,5,5,1,1.0,1.0,5.142857142857143,2
P014,2025-05-04,2,22716.76,11358.38,13520.0,Electronics,Dell,South,South,Web,Regular,15.0,1,1.31,0.233,0.0127281368821292,5,6,1,2.0,1.0,5.285714285714286,2
P014,2025-05-11,1,13728.91,13728.91,13520.0,Electronics,Dell,East,East,Mobile App,Loyal,0.0,0,4.0,0.233,0.0127281368821292,5,6,1,2.0,2.0,5.142857142857143,1
P014,2025-05-30,4,51863.84,12965.96,13520.0,Electronics,Dell,East,East,Mobile App,Premium,5.0,0,5.43,0.233,0.0127281368821292,5,4,0,1.0,1.0,5.571428571428571,4
P014,2025-06-03,2,22995.02,11497.51,13520.0,Electronics,Dell,North,North,Web,Premium,15.0,1,3.91,0.233,0.0127281368821292,6,1,0,4.0,26.0,2.142857142857143,2
P014,2025-06-07,1,12764.85,12764.85,13520.0,Electronics,Dell,North,North,Mobile App,Premium,5.0,0,4.5,0.233,0.0127281368821292,6,5,1,2.0,3.0,1.8571428571428572,1
P014,2025-06-21,2,27069.04,13534.52,13520.0,Electronics,Dell,West,West,Mobile App,Loyal,0.0,0,6.96,0.233,0.0127281368821292,6,5,1,1.0,1.0,2.0,2
P014,2025-07-05,8,103279.95999999999,12909.994999999999,13520.0,Electronics,Dell,South,South,Mobile App,Premium,2.5,0,3.7350000000000003,0.233,0.0127281368821292,7,5,1,2.0,2.0,2.857142857142857,8
P014,2025-07-17,2,24541.8,12270.9,13520.0,Electronics,Dell,South,South,Mobile App,Premium,10.0,0,4.54,0.233,0.0127281368821292,7,3,0,8.0,2.0,2.857142857142857,2
P014,2025-07-23,1,12747.14,12747.14,13520.0,Electronics,Dell,South,South,Mobile App,Loyal,5.0,0,6.37,0.233,0.0127281368821292,7,2,0,2.0,1.0,2.857142857142857,1
P014,2025-07-29,2,20706.18,10353.09,13520.0,Electronics,Dell,West,West,Web,Premium,25.0,1,5.18,0.233,0.0127281368821292,7,1,0,1.0,4.0,2.5714285714285716,2
P014,2025-08-29,1,12869.69,12869.69,13520.0,Electronics,Dell,South,South,Web,Loyal,5.0,0,6.87,0.233,0.0127281368821292,8,4,0,2.0,2.0,2.4285714285714284,1
P014,2025-09-01,2,23596.52,11798.26,13520.0,Electronics,Dell,Central,Central,Web,Premium,15.0,1,3.78,0.233,0.0127281368821292,9,0,0,1.0,1.0,2.5714285714285716,2
P014,2025-09-05,2,23127.16,11563.58,13520.0,Electronics,Dell,North,North,Mobile App,Budget,15.0,1,0.77,0.233,0.0127281368821292,9,4,0,2.0,2.0,2.5714285714285716,2
P014,2025-09-14,3,39501.09,13167.03,13520.0,Electronics,Dell,North,North,Web,Premium,5.0,0,2.69,0.233,0.0127281368821292,9,6,1,2.0,8.0,1.8571428571428572,3
P014,2025-09-21,1,10670.95,10670.95,13520.0,Electronics,Dell,Central,Central,Mobile App,Budget,20.0,1,0.99,0.233,0.0127281368821292,9,6,1,3.0,2.0,1.7142857142857142,1
P014,2025-09-23,4,54273.16,13568.29,13520.0,Electronics,Dell,North,North,Web,Loyal,0.0,0,5.65,0.233,0.0127281368821292,9,1,0,1.0,1.0,2.142857142857143,4
P014,2025-09-27,20,442640.8,22132.04,13520.0,Electronics,Dell,South,South,Web,Regular,10.0,0,1.31,0.233,0.0127281368821292,9,5,1,4.0,2.0,4.714285714285714,20
P014,2025-09-30,2,21170.18,10585.09,13520.0,Electronics,Dell,North,North,Web,Loyal,20.0,1,6.17,0.233,0.0127281368821292,9,1,0,20.0,1.0,4.857142857142857,2
P014,2025-10-04,1,9242.54,9242.54,13520.0,Electronics,Dell,North,North,Mobile App,Premium,30.0,1,4.28,0.233,0.0127281368821292,10,5,1,2.0,2.0,4.714285714285714,1
P014,2025-10-06,1,10054.14,10054.14,13520.0,Electronics,Dell,South,South,Mobile App,Loyal,25.0,1,3.24,0.233,0.0127281368821292,10,0,0,1.0,2.0,4.571428571428571,1
P014,2025-10-07,2,17444.84,8722.42,13520.0,Electronics,Dell,West,West,Web,Loyal,35.0,1,4.72,0.233,0.0127281368821292,10,1,0,1.0,3.0,4.428571428571429,2
P014,2025-10-10,1,12062.28,12062.28,13520.0,Electronics,Dell,West,West,Mobile App,Regular,10.0,0,3.13,0.233,0.0127281368821292,10,4,0,2.0,1.0,4.428571428571429,1
P014,2025-10-11,2,21599.34,10799.67,13520.0,Electronics,Dell,South,South,Mobile App,Premium,20.0,1,5.47,0.233,0.0127281368821292,10,5,1,1.0,4.0,4.142857142857143,2
P014,2025-10-17,1,9993.27,9993.27,13520.0,Electronics,Dell,North,North,Web,Regular,25.0,1,2.61,0.233,0.0127281368821292,10,4,0,2.0,20.0,1.4285714285714286,1
P014,2025-10-18,2,24096.68,12048.34,13520.0,Electronics,Dell,Central,Central,Store,Loyal,10.0,0,5.46,0.233,0.0127281368821292,10,5,1,1.0,2.0,1.4285714285714286,2
P014,2025-11-03,2,23348.0,11674.0,13520.0,Electronics,Dell,West,West,Web,Loyal,15.0,1,3.93,0.233,0.0127281368821292,11,0,0,2.0,1.0,1.5714285714285714,2
P014,2025-11-05,1,8829.98,8829.98,13520.0,Electronics,Dell,Central,Central,Web,Budget,35.0,1,0.71,0.233,0.0127281368821292,11,2,0,2.0,1.0,1.5714285714285714,1
P014,2025-11-07,2,18953.78,9476.89,13520.0,Electronics,Dell,North,North,Mobile App,Premium,30.0,1,4.36,0.233,0.0127281368821292,11,4,0,1.0,2.0,1.5714285714285714,2
P014,2025-11-11,1,11560.71,11560.71,13520.0,Electronics,Dell,East,East,Mobile App,Loyal,15.0,1,6.9,0.233,0.0127281368821292,11,1,0,2.0,1.0,1.5714285714285714,1
P014,2025-11-12,1,10077.93,10077.93,13520.0,Electronics,Dell,North,North,Mobile App,Premium,25.0,1,2.69,0.233,0.0127281368821292,11,2,0,1.0,2.0,1.4285714285714286,1
P014,2025-11-22,3,34813.89,11604.63,13520.0,Electronics,Dell,North,North,Store,Premium,15.0,1,4.28,0.233,0.0127281368821292,11,5,1,1.0,1.0,1.7142857142857142,3
P014,2025-11-26,2,23847.26,11923.63,13520.0,Electronics,Dell,North,North,Web,Loyal,10.0,0,6.89,0.233,0.0127281368821292,11,2,0,3.0,2.0,1.7142857142857142,2
P014,2025-11-30,1,11637.16,11637.16,13520.0,Electronics,Dell,North,North,Mobile App,Regular,15.0,1,2.57,0.233,0.0127281368821292,11,6,1,2.0,2.0,1.5714285714285714,1
P014,2025-12-03,1,10068.29,10068.29,13520.0,Electronics,Dell,West,West,Web,Regular,25.0,1,1.68,0.233,0.0127281368821292,12,2,0,1.0,1.0,1.5714285714285714,1
P014,2025-12-13,2,27599.3,13799.65,13520.0,Electronics,Dell,East,East,Mobile App,Regular,0.0,0,2.5,0.233,0.0127281368821292,12,5,1,1.0,2.0,1.5714285714285714,2
P014,2025-12-14,1,13598.73,13598.73,13520.0,Electronics,Dell,East,East,Mobile App,Loyal,0.0,0,6.9,0.233,0.0127281368821292,12,6,1,2.0,1.0,1.5714285714285714,1
P014,2025-12-28,1,13609.72,13609.72,13520.0,Electronics,Dell,Central,Central,Mobile App,Premium,0.0,0,4.33,0.233,0.0127281368821292,12,6,1,1.0,1.0,1.5714285714285714,1
P014,2025-12-29,2,24747.27,12373.635,13520.0,Electronics,Dell,North,North,Web,Regular,10.0,1,2.31,0.233,0.0127281368821292,12,0,0,1.0,3.0,1.4285714285714286,2
P015,2025-01-06,1,1435.07,1435.07,1560.0,Beauty,Nivea,North,North,Store,Loyal,10.0,0,3.42,0.231,0.0114543726235741,1,0,0,0.0,0.0,1.0,1
P015,2025-01-11,2,2851.72,1425.86,1560.0,Beauty,Nivea,West,West,Mobile App,Loyal,10.0,0,6.15,0.231,0.0114543726235741,1,5,1,1.0,0.0,1.5,2
P015,2025-01-13,1,1568.21,1568.21,1560.0,Beauty,Nivea,West,West,Web,Premium,0.0,0,4.6,0.231,0.0114543726235741,1,0,0,2.0,0.0,1.3333333333333333,1
P015,2025-01-21,2,2545.86,1272.93,1560.0,Beauty,Nivea,South,South,Store,Loyal,20.0,1,3.59,0.231,0.0114543726235741,1,1,0,1.0,0.0,1.5,2
P015,2025-01-23,15,7020.0,468.0,1560.0,Beauty,Nivea,South,South,Mobile App,Loyal,70.0,1,5.93,0.231,0.0114543726235741,1,3,0,2.0,0.0,4.2,15
P015,2025-01-24,2,2526.34,1263.17,1560.0,Beauty,Nivea,West,West,Mobile App,Loyal,20.0,1,4.72,0.231,0.0114543726235741,1,4,0,15.0,0.0,3.8333333333333335,2
P015,2025-02-11,2,2956.18,1478.09,1560.0,Beauty,Nivea,South,South,Mobile App,Premium,5.0,0,4.73,0.231,0.0114543726235741,2,1,0,2.0,0.0,3.5714285714285716,2
P015,2025-02-19,1,1408.99,1408.99,1560.0,Beauty,Nivea,East,East,Mobile App,Regular,10.0,0,2.59,0.231,0.0114543726235741,2,2,0,2.0,1.0,3.5714285714285716,1
P015,2025-03-01,1,1402.76,1402.76,1560.0,Beauty,Nivea,East,East,Mobile App,Premium,10.0,0,3.73,0.231,0.0114543726235741,3,5,1,1.0,2.0,3.4285714285714284,1
P015,2025-03-05,3,4522.68,1507.56,1560.0,Beauty,Nivea,North,North,Store,Loyal,0.0,0,4.54,0.231,0.0114543726235741,3,2,0,1.0,1.0,3.7142857142857144,3
P015,2025-03-06,2,2840.32,1420.16,1560.0,Beauty,Nivea,North,North,Mobile App,Loyal,10.0,0,3.42,0.231,0.0114543726235741,3,3,0,3.0,2.0,3.7142857142857144,2
P015,2025-03-23,2,2983.2,1491.6,1560.0,Beauty,Nivea,South,South,Mobile App,Regular,5.0,0,2.16,0.231,0.0114543726235741,3,6,1,2.0,15.0,1.8571428571428572,2
P015,2025-03-24,2,3095.42,1547.71,1560.0,Beauty,Nivea,West,West,Web,Regular,0.0,0,1.68,0.231,0.0114543726235741,3,0,0,2.0,2.0,1.8571428571428572,2
P015,2025-04-01,2,3147.38,1573.69,1560.0,Beauty,Nivea,Central,Central,Mobile App,Regular,0.0,0,1.13,0.231,0.0114543726235741,4,1,0,2.0,2.0,1.8571428571428572,2
P015,2025-04-09,1,1327.4,1327.4,1560.0,Beauty,Nivea,West,West,Web,Loyal,15.0,1,4.72,0.231,0.0114543726235741,4,2,0,2.0,1.0,1.8571428571428572,1
P015,2025-04-10,15,4680.0,312.0,1560.0,Beauty,Nivea,North,North,Mobile App,Budget,80.0,1,0.96,0.231,0.0114543726235741,4,3,0,1.0,1.0,3.857142857142857,15
P015,2025-04-15,1,1339.54,1339.54,1560.0,Beauty,Nivea,West,West,Mobile App,Loyal,15.0,1,4.72,0.231,0.0114543726235741,4,1,0,15.0,3.0,3.5714285714285716,1
P015,2025-04-22,1,1497.64,1497.64,1560.0,Beauty,Nivea,South,South,Store,Loyal,5.0,0,5.93,0.231,0.0114543726235741,4,1,0,1.0,2.0,3.4285714285714284,1
P015,2025-04-24,3,3852.93,1284.31,1560.0,Beauty,Nivea,North,North,Web,Premium,20.0,1,4.56,0.231,0.0114543726235741,4,3,0,1.0,2.0,3.5714285714285716,3
P015,2025-04-30,2,2812.7,1406.35,1560.0,Beauty,Nivea,South,South,Mobile App,Loyal,10.0,0,6.37,0.231,0.0114543726235741,4,2,0,3.0,2.0,3.5714285714285716,2
P015,2025-05-06,1,1179.99,1179.99,1560.0,Beauty,Nivea,North,North,Web,Premium,25.0,1,5.28,0.231,0.0114543726235741,5,1,0,2.0,2.0,3.4285714285714284,1
P015,2025-05-08,2,2265.96,1132.98,1560.0,Beauty,Nivea,East,East,Mobile App,Loyal,25.0,1,4.93,0.231,0.0114543726235741,5,3,0,1.0,1.0,3.5714285714285716,2
P015,2025-05-09,2,2815.52,1407.76,1560.0,Beauty,Nivea,North,North,Mobile App,Budget,10.0,0,1.34,0.231,0.0114543726235741,5,4,0,2.0,15.0,1.7142857142857142,2
P015,2025-05-17,4,5705.14,1426.285,1560.0,Beauty,Nivea,West,West,Mobile App,Loyal,10.0,1,3.65,0.231,0.0114543726235741,5,5,1,2.0,1.0,2.142857142857143,4
P015,2025-05-23,1,1242.55,1242.55,1560.0,Beauty,Nivea,South,South,Web,Regular,20.0,1,1.51,0.231,0.0114543726235741,5,4,0,4.0,1.0,2.142857142857143,1
P015,2025-06-18,2,2721.84,1360.92,1560.0,Beauty,Nivea,West,West,Web,Premium,12.5,1,5.21,0.231,0.0114543726235741,6,2,0,1.0,3.0,2.0,2
P015,2025-06-21,4,5758.4400000000005,1439.6100000000001,1560.0,Beauty,Nivea,West,West,Mobile App,Premium,7.5,0,3.62,0.231,0.0114543726235741,6,5,1,2.0,2.0,2.2857142857142856,4
P015,2025-07-06,1,1231.21,1231.21,1560.0,Beauty,Nivea,North,North,Mobile App,Budget,20.0,1,0.93,0.231,0.0114543726235741,7,6,1,4.0,1.0,2.2857142857142856,1
P015,2025-07-13,1,1485.95,1485.95,1560.0,Beauty,Nivea,East,East,Mobile App,Premium,5.0,0,5.48,0.231,0.0114543726235741,7,6,1,1.0,2.0,2.142857142857143,1
P015,2025-07-19,1,1251.62,1251.62,1560.0,Beauty,Nivea,Central,Central,Web,Loyal,20.0,1,6.57,0.231,0.0114543726235741,7,5,1,1.0,2.0,2.0,1
P015,2025-07-20,1,1429.6,1429.6,1560.0,Beauty,Nivea,North,North,Mobile App,Loyal,10.0,0,5.95,0.231,0.0114543726235741,7,6,1,1.0,4.0,1.5714285714285714,1
P015,2025-07-25,1,1239.0,1239.0,1560.0,Beauty,Nivea,South,South,Store,Regular,20.0,1,1.2,0.231,0.0114543726235741,7,4,0,1.0,1.0,1.5714285714285714,1
P015,2025-07-27,2,2803.6,1401.8,1560.0,Beauty,Nivea,North,North,Mobile App,Premium,10.0,0,2.39,0.231,0.0114543726235741,7,6,1,1.0,2.0,1.5714285714285714,2
P015,2025-08-10,3,4456.05,1485.35,1560.0,Beauty,Nivea,East,East,Mobile App,Budget,5.0,0,1.13,0.231,0.0114543726235741,8,6,1,2.0,4.0,1.4285714285714286,3
P015,2025-09-10,2,3126.86,1563.43,1560.0,Beauty,Nivea,North,North,Store,Regular,0.0,0,2.81,0.231,0.0114543726235741,9,2,0,3.0,1.0,1.5714285714285714,2
P015,2025-09-12,1,1412.17,1412.17,1560.0,Beauty,Nivea,West,West,Store,Premium,10.0,0,4.99,0.231,0.0114543726235741,9,4,0,2.0,1.0,1.5714285714285714,1
P015,2025-09-15,1,1326.37,1326.37,1560.0,Beauty,Nivea,West,West,Mobile App,Loyal,15.0,1,6.15,0.231,0.0114543726235741,9,0,0,1.0,1.0,1.5714285714285714,1
P015,2025-09-22,1,1491.12,1491.12,1560.0,Beauty,Nivea,East,East,Store,Premium,5.0,0,4.13,0.231,0.0114543726235741,9,0,0,1.0,1.0,1.5714285714285714,1
P015,2025-09-28,6,7853.46,1275.125,1560.0,Beauty,Nivea,North,North,Store,Loyal,17.5,1,5.165,0.231,0.0114543726235741,9,6,1,1.0,1.0,2.2857142857142856,6
P015,2025-10-01,2,8290.3,4145.15,1560.0,Beauty,Nivea,South,South,Web,Premium,20.0,1,4.67,0.231,0.0114543726235741,10,2,0,6.0,2.0,2.2857142857142856,2
P015,2025-10-06,2,2837.46,1418.73,1560.0,Beauty,Nivea,West,West,Mobile App,Premium,10.0,0,3.2,0.231,0.0114543726235741,10,0,0,2.0,3.0,2.142857142857143,2
P015,2025-10-07,2,2346.24,1173.12,1560.0,Beauty,Nivea,West,West,Mobile App,Regular,25.0,1,3.13,0.231,0.0114543726235741,10,1,0,2.0,2.0,2.142857142857143,2
P015,2025-10-14,2,2477.5,1238.75,1560.0,Beauty,Nivea,North,North,Mobile App,Premium,20.0,1,4.67,0.231,0.0114543726235741,10,1,0,2.0,1.0,2.2857142857142856,2
P015,2025-10-21,2,2745.78,1372.89,1560.0,Beauty,Nivea,West,West,Mobile App,Premium,15.0,1,4.24,0.231,0.0114543726235741,10,1,0,2.0,1.0,2.4285714285714284,2
P015,2025-10-22,5,5481.5,1096.3,1560.0,Beauty,Nivea,West,West,Store,Loyal,30.0,1,4.37,0.231,0.0114543726235741,10,2,0,2.0,1.0,3.0,5
P015,2025-10-25,1,1327.85,1327.85,1560.0,Beauty,Nivea,North,North,Mobile App,Regular,15.0,1,3.1,0.231,0.0114543726235741,10,5,1,5.0,6.0,2.2857142857142856,1
P015,2025-11-01,2,2363.6,1181.8,1560.0,Beauty,Nivea,Central,Central,Mobile App,Loyal,25.0,1,5.46,0.231,0.0114543726235741,11,5,1,1.0,2.0,2.2857142857142856,2
P015,2025-11-02,1,1402.04,1402.04,1560.0,Beauty,Nivea,East,East,Mobile App,Regular,10.0,0,1.96,0.231,0.0114543726235741,11,6,1,2.0,2.0,2.142857142857143,1
P015,2025-11-05,2,2837.34,1418.67,1560.0,Beauty,Nivea,East,East,Mobile App,Regular,10.0,0,1.96,0.231,0.0114543726235741,11,2,0,1.0,2.0,2.142857142857143,2
P015,2025-11-07,3,3228.3199999999997,1088.53,1560.0,Beauty,Nivea,North,North,Web,Premium,30.0,1,3.3,0.231,0.0114543726235741,11,4,0,2.0,2.0,2.2857142857142856,3
P015,2025-11-16,4,4954.72,1238.68,1560.0,Beauty,Nivea,North,North,Mobile App,Regular,20.0,1,1.83,0.231,0.0114543726235741,11,6,1,3.0,2.0,2.5714285714285716,4
P015,2025-11-22,3,3805.62,1268.54,1560.0,Beauty,Nivea,East,East,Web,Premium,20.0,1,4.84,0.231,0.0114543726235741,11,5,1,4.0,5.0,2.2857142857142856,3
P015,2025-11-23,4,4725.72,1181.43,1560.0,Beauty,Nivea,East,East,Mobile App,Budget,25.0,1,1.15,0.231,0.0114543726235741,11,6,1,3.0,1.0,2.7142857142857144,4
P015,2025-11-25,2,2318.06,1159.03,1560.0,Beauty,Nivea,Central,Central,Store,Loyal,25.0,1,5.46,0.231,0.0114543726235741,11,1,0,4.0,2.0,2.7142857142857144,2
P015,2025-11-29,1,1319.73,1319.73,1560.0,Beauty,Nivea,West,West,Mobile App,Budget,15.0,1,1.11,0.231,0.0114543726235741,11,5,1,2.0,1.0,2.7142857142857144,1
P015,2025-12-04,2,2792.68,1396.34,1560.0,Beauty,Nivea,Central,Central,Mobile App,Regular,10.0,0,2.49,0.231,0.0114543726235741,12,3,0,1.0,2.0,2.7142857142857144,2
