order_id,product_id,customer_id,quantity,price,total_amount,unit_price,discount_pct,promotion_flag,anomaly_flag
O03560,P084,C0232,2,202.67,405.34,202.67,0,0,0
O03708,P045,C0067,2,773.3,1546.6,773.3,5,0,0
O04333,P006,C0257,1,5305.58,5305.58,5305.58,15,1,0
O04529,P003,C0073,3,183.65,550.95,183.65,10,0,0
O04546,P073,C0179,1,1052.08,1052.08,1052.08,0,0,0
O00053,P064,C0370,2,3167.08,6334.16,3167.08,20,1,0
O00151,P072,C0378,1,1639.06,1639.06,1639.06,5,0,0
O00760,P091,C0363,2,48892.59,97785.18,48892.59,10,0,0
O00869,P080,C0197,1,15041.85,15041.85,15041.85,20,1,0
O00937,P067,C0454,1,7652.68,7652.68,7652.68,25,1,0
O01179,P061,C0100,1,7276.6,7276.6,7276.6,25,1,0
O02293,P049,C0211,2,1089.9,2179.8,1089.9,20,1,0
O02742,P071,C0385,2,1465.58,2931.16,1465.58,10,0,0
O02942,P040,C0255,2,1890.87,3781.74,1890.87,0,0,0
O02948,P018,C0464,2,4020.19,8040.38,4020.19,10,0,0
O00180,P063,C0209,2,553.36,1106.72,553.36,15,1,0
O00807,P096,C0094,1,1655.51,1655.51,1655.51,15,1,0
O01324,P056,C0382,25,14854.71,371367.75,14854.71,0,0,1
O01534,P071,C0490,1,1609.41,1609.41,1609.41,0,0,0
O02827,P074,C0314,1,2582.75,2582.75,2582.75,15,1,0
O02883,P100,C0474,3,440.19,1320.57,440.19,25,1,0
O04279,P059,C0197,2,39403.7,78807.4,39403.7,0,0,0
O04417,P050,C0420,1,523.84,523.84,523.84,10,0,0
O00129,P041,C0343,2,8830.5,17661.0,8830.5,10,0,0
O00273,P029,C0392,1,375.52,375.52,375.52,20,1,0
O00449,P009,C0194,1,5998.72,5998.72,5998.72,0,0,0
O00694,P024,C0390,2,1678.81,3357.62,1678.81,20,1,0
O00716,P015,C0069,1,1327.4,1327.4,1327.4,15,1,0
O02046,P010,C0056,1,1688.54,1688.54,1688.54,15,1,0
O02248,P071,C0474,3,1646.27,4938.81,1646.2700000000002,0,0,0
O03335,P067,C0006,2,9922.01,19844.02,9922.01,5,0,0
O03393,P025,C0395,3,33961.03,101883.09,33961.03,10,0,0
O03697,P061,C0255,25,7443.83,186095.75,7443.83,25,1,1
O04266,P021,C0235,3,12726.72,38180.16,12726.720000000001,15,1,0
O00202,P038,C0467,2,384.99,769.98,384.99,20,1,0
O01053,P060,C0358,2,811.32,1622.64,811.32,5,0,0
O01481,P040,C0163,1,1792.18,1792.18,1792.18,10,0,0
O02007,P035,C0392,4,54.96,219.84,54.96,20,1,0
O02013,P077,C0084,1,4861.31,4861.31,4861.31,0,0,0
O02092,P021,C0349,1,14853.36,14853.36,14853.36,5,0,0
O02298,P020,C0371,1,2678.7,2678.7,2678.7,10,0,0
O02373,P045,C0419,1,708.23,708.23,708.23,15,1,0
O02595,P057,C0425,3,2549.29,7647.87,2549.29,25,1,0
O02932,P015,C0092,15,312.0,4680.0,312.0,80,1,1
O03532,P028,C0139,1,4172.76,4172.76,4172.76,10,0,0
O03549,P079,C0311,3,304.49,913.47,304.49,10,0,0
O03583,P014,C0273,2,11271.42,22542.84,11271.42,15,1,0
O04840,P055,C0069,1,426.86,426.86,426.86,10,0,0
O00050,P038,C0467,2,465.2,930.4,465.2,5,0,0
O00148,P087,C0474,1,811.69,811.69,811.69,0,0,0
O00345,P047,C0186,1,794.99,794.99,794.99,0,0,0
O00802,P040,C0309,5,1955.2,9776.0,1955.2,0,0,0
O00868,P081,C0086,1,12840.61,12840.61,12840.61,0,0,0
O00963,P076,C0369,2,4650.27,9300.54,4650.27,30,1,0
O01323,P029,C0479,4,451.96,1807.84,451.96,5,0,0
O01770,P038,C0038,4,407.37,1629.48,407.37,15,1,0
O02934,P058,C0049,1,817.31,817.31,817.31,10,0,0
O02978,P021,C0209,2,13658.27,27316.54,13658.27,10,0,0
O03211,P095,C0084,2,4467.36,8934.72,4467.36,10,0,0
O03731,P021,C0342,3,14832.04,44496.12,14832.04,0,0,0
O04729,P092,C0005,2,274.11,548.22,274.11,0,0,0
O00119,P096,C0066,1,1924.09,1924.09,1924.09,0,0,0
O01364,P063,C0198,3,581.57,1744.71,581.57,10,0,0
O01869,P032,C0121,3,269.05,807.15,269.05,15,1,0
O01893,P081,C0092,1,12762.22,12762.22,12762.22,0,0,0
O02676,P061,C0056,4,9223.66,36894.64,9223.66,5,0,0
O02743,P079,C0341,1,262.56,262.56,262.56,20,1,0
O02751,P007,C0139,3,1134.74,3404.22,1134.74,25,1,0
O03029,P016,C0218,3,4554.8,13664.4,4554.8,10,0,0
O03055,P084,C0031,2,200.66,401.32,200.66,5,0,0
O03581,P027,C0247,2,2169.89,4339.78,2169.89,20,1,0
O03739,P054,C0451,2,18566.96,37133.92,18566.96,30,1,0
O03874,P061,C0341,3,9634.96,28904.88,9634.960000000001,0,0,0
O04082,P019,C0466,2,1004.84,2009.68,1004.84,0,0,0
O04234,P006,C0450,2,5581.6,11163.2,5581.6,5,0,0
O04634,P085,C0218,4,6004.6,24018.4,6004.6,0,0,0
O04653,P085,C0231,1,4536.96,4536.96,4536.96,25,1,0
O00068,P095,C0079,2,4213.88,8427.76,4213.88,15,1,0
O00081,P071,C0014,2,1267.09,2534.18,1267.09,20,1,0
O00556,P079,C0433,1,303.83,303.83,303.83,10,0,0
O01040,P050,C0150,2,571.37,1142.74,571.37,0,0,0
O01222,P063,C0251,3,622.45,1867.35,622.4499999999999,5,0,0
O02406,P063,C0055,3,607.36,1822.08,607.36,5,0,0
O03105,P083,C0225,3,818.33,2454.99,818.3299999999999,0,0,0
O04242,P001,C0156,1,770.08,770.08,770.08,0,0,0
O04294,P058,C0112,4,867.61,3470.44,867.61,0,0,0
O04699,P048,C0256,3,3608.1,10824.3,3608.1,15,1,0
O04886,P048,C0028,2,3548.1,7096.2,3548.1,15,1,0
O00596,P052,C0420,3,3811.97,11435.91,3811.97,20,1,0
O00976,P052,C0461,1,3207.76,3207.76,3207.76,30,1,0
O01242,P092,C0434,1,205.66,205.66,205.66,25,1,0
O01287,P055,C0440,3,427.47,1282.41,427.47,10,0,0
O01592,P029,C0273,2,476.64,953.28,476.64,0,0,0
O01769,P002,C0066,2,4477.64,8955.28,4477.64,20,1,0
O01956,P065,C0086,2,155.05,310.1,155.05,15,1,0
O02099,P067,C0251,2,8925.04,17850.08,8925.04,15,1,0
O02168,P041,C0315,1,9743.21,9743.21,9743.21,0,0,0
O02821,P081,C0454,2,12856.7,25713.4,12856.7,0,0,0
O03783,P029,C0447,2,421.16,842.32,421.16,10,0,0
O03958,P054,C0200,3,23229.21,69687.63,23229.210000000003,15,1,0
O04217,P004,C0115,2,116.37,232.74,116.37,5,0,0
O00073,P063,C0097,2,503.02,1006.04,503.02,25,1,0
O00738,P092,C0410,1,197.93,197.93,197.93,30,1,0
O01075,P072,C0467,4,1412.87,5651.48,1412.87,20,1,0
O02102,P091,C0218,2,55291.28,110582.56,55291.28,0,0,0
O02275,P038,C0106,2,352.9,705.8,352.9,25,1,0
O02795,P002,C0293,4,4777.61,19110.44,4777.61,15,1,0
O03168,P014,C0426,1,11841.51,11841.51,11841.51,10,0,0
O03225,P036,C0115,2,9743.08,19486.16,9743.08,5,0,0
O03282,P036,C0226,2,8747.47,17494.94,8747.47,15,1,0
O04129,P041,C0393,3,8821.9,26465.7,8821.9,10,0,0
O04189,P052,C0368,1,4529.21,4529.21,4529.21,5,0,0
O04204,P089,C0260,1,124.78,124.78,124.78,15,1,0
O04347,P015,C0069,1,1339.54,1339.54,1339.54,15,1,0
O04465,P013,C0492,2,9766.42,19532.84,9766.42,10,0,0
O04588,P073,C0377,5,928.31,4641.55,928.3100000000001,15,1,0
O04879,P080,C0135,2,16202.57,32405.14,16202.57,15,1,0
O00008,P019,C0184,1,810.36,810.36,810.36,20,1,0
O00049,P081,C0429,2,9736.23,19472.46,9736.23,25,1,0
O00571,P099,C0087,3,3030.74,9092.22,3030.74,0,0,0
O01009,P002,C0246,15,2256.0,33840.0,2256.0,60,1,1
O01109,P063,C0340,4,516.55,2066.2,516.55,20,1,0
O01217,P083,C0411,2,709.67,1419.34,709.67,15,1,0
O01418,P037,C0258,1,1369.74,1369.74,1369.74,20,1,1
O01475,P100,C0098,1,477.46,477.46,477.46,20,1,0
O02090,P073,C0123,2,1008.48,2016.96,1008.48,5,0,0
O02545,P084,C0454,1,159.43,159.43,159.43,25,1,0
O02691,P060,C0096,2,835.09,1670.18,835.09,5,0,0
O03094,P010,C0230,2,1584.26,3168.52,1584.26,20,1,0
O03179,P088,C0158,25,1016.94,25423.5,1016.94,5,0,1
O03252,P009,C0094,1,4623.83,4623.83,4623.83,25,1,0
O03752,P014,C0011,1,13484.33,13484.33,13484.33,0,0,0
O03825,P043,C0490,15,1950.0,29250.0,1950.0,70,1,1
O03897,P021,C0363,15,6088.0,91320.0,6088.0,60,1,1
O04441,P095,C0325,1,4572.93,4572.93,4572.93,5,0,0
O04486,P014,C0020,25,11916.65,297916.25,11916.65,10,0,1
O04531,P056,C0009,1,11238.11,11238.11,11238.11,25,1,0
O04576,P034,C0247,2,24774.05,49548.1,24774.05,5,0,0
O04848,P032,C0459,1,309.87,309.87,309.87,0,0,0
O04956,P072,C0405,1,1470.15,1470.15,1470.15,15,1,0
O01573,P088,C0027,2,936.27,1872.54,936.27,10,0,0
O01604,P001,C0072,1,660.83,660.83,660.83,15,1,0
O02385,P099,C0069,3,2628.25,7884.75,2628.25,15,1,0
O03038,P009,C0276,2,4962.36,9924.72,4962.36,15,1,0
O03060,P079,C0300,3,307.83,923.49,307.83,10,0,0
O04002,P063,C0485,1,547.44,547.44,547.44,15,1,0
O04790,P099,C0490,2,3100.46,6200.92,3100.46,0,0,0
O04884,P093,C0338,2,247.96,495.92,247.96,20,1,0
O00974,P058,C0334,1,620.48,620.48,620.48,30,1,0
O01553,P091,C0181,1,53277.22,53277.22,53277.22,5,0,0
O02657,P071,C0461,2,1099.48,2198.96,1099.48,30,1,0
O02717,P007,C0358,2,1385.13,2770.26,1385.13,10,0,0
O03089,P001,C0162,3,676.44,2029.32,676.4399999999999,10,0,0
O04139,P091,C0242,2,54294.15,108588.3,54294.15,0,0,0
O04216,P035,C0454,2,68.03,136.06,68.03,5,0,0
O04323,P078,C0443,2,825.63,1651.26,825.63,15,1,0
O04723,P078,C0302,2,914.51,1829.02,914.51,10,0,0
O04856,P085,C0433,1,4189.07,4189.07,4189.07,30,1,0
O00137,P050,C0382,1,524.27,524.27,524.27,10,0,0
O00203,P087,C0014,2,824.82,1649.64,824.82,0,0,0
O00395,P068,C0209,2,769.5,1539.0,769.5,5,0,0
O00754,P027,C0471,25,2325.15,58128.75,2325.15,15,1,1
O01088,P071,C0235,1,1653.18,1653.18,1653.18,0,0,0
O01596,P095,C0063,2,3920.55,7841.1,3920.55,20,1,0
O01998,P100,C0183,2,562.94,1125.88,562.94,5,0,0
O02201,P045,C0483,15,166.0,2490.0,166.0,80,1,1
O02307,P025,C0311,2,25880.12,51760.24,25880.12,30,1,0
O02767,P067,C0098,1,9198.3,9198.3,9198.3,10,0,0
O02873,P072,C0299,2,1398.67,2797.34,1398.67,20,1,0
O03511,P076,C0072,2,6292.86,12585.72,6292.86,5,0,0
O04018,P058,C0311,2,736.57,1473.14,736.57,15,1,0
O04117,P088,C0114,2,1057.48,2114.96,1057.48,0,0,0
O04325,P040,C0395,2,1453.83,2907.66,1453.83,25,1,0
O04628,P078,C0471,1,894.95,894.95,894.95,10,0,0
O00014,P072,C0079,3,1492.38,4477.14,1492.38,15,1,0
O00098,P044,C0340,1,1741.99,1741.99,1741.99,0,0,0
O00134,P016,C0066,1,4709.76,4709.76,4709.76,10,0,0
O00447,P049,C0494,3,1139.67,3419.01,1139.67,15,1,0
O00616,P085,C0405,3,4309.69,12929.07,4309.69,30,1,0
O00681,P020,C0163,2,2633.62,5267.24,2633.62,15,1,0
O00970,P036,C0014,2,8728.96,17457.92,8728.96,15,1,0
O02079,P023,C0398,2,10316.49,20632.98,10316.49,0,0,0
O02227,P043,C0097,2,6391.27,12782.54,6391.27,0,0,0
O02236,P092,C0056,4,280.25,1121.0,280.25,0,0,0
O02547,P070,C0454,1,850.04,850.04,850.04,15,1,0
O03015,P091,C0080,1,54119.68,54119.68,54119.68,0,0,0
O03619,P029,C0262,1,477.91,477.91,477.91,0,0,0
O04500,P077,C0194,1,4526.62,4526.62,4526.62,10,0,0
O00194,P062,C0038,2,1135.63,2271.26,1135.63,10,0,0
O00222,P092,C0434,3,202.12,606.36,202.12,30,1,0
O00225,P012,C0487,1,295.07,295.07,295.07,5,0,0
O00423,P045,C0229,3,784.28,2352.84,784.2800000000001,5,0,0
O00471,P081,C0225,3,10345.37,31036.11,10345.37,20,1,0
O00889,P027,C0012,2,2589.45,5178.9,2589.45,5,0,0
O01032,P095,C0333,2,4148.54,8297.08,4148.54,15,1,0
O02263,P097,C0278,3,354.5,1063.5,354.5,20,1,0
O02816,P078,C0094,2,739.48,1478.96,739.48,25,1,0
O03605,P057,C0055,2,3251.06,6502.12,3251.06,5,0,0
O03885,P078,C0055,4,830.97,3323.88,830.97,15,1,0
O03931,P008,C0098,3,811.5,2434.5,811.5,20,1,0
O04119,P014,C0123,3,11456.29,34368.87,11456.29,15,1,0
O00527,P015,C0194,1,1497.64,1497.64,1497.64,5,0,0
O00788,P021,C0010,3,14323.37,42970.11,14323.37,5,0,0
O01128,P096,C0172,2,1834.95,3669.9,1834.95,5,0,0
O02424,P032,C0464,1,265.98,265.98,265.98,15,1,0
O02456,P031,C0454,1,36983.54,36983.54,36983.54,20,1,0
O02495,P048,C0138,1,4154.66,4154.66,4154.66,0,0,0
O04371,P057,C0360,1,2556.77,2556.77,2556.77,25,1,0
O04439,P068,C0038,1,649.97,649.97,649.97,20,1,0
O04487,P093,C0183,2,261.27,522.54,261.27,15,1,0
O04697,P083,C0252,2,622.22,1244.44,622.22,25,1,0
O04791,P028,C0426,2,4663.41,9326.82,4663.41,0,0,0
O04890,P008,C0232,1,954.23,954.23,954.23,5,0,0
O00084,P030,C0123,2,2564.14,5128.28,2564.14,5,0,0
O01495,P004,C0222,2,438.56,877.12,438.56,0,0,1
O02192,P004,C0035,4,106.42,425.68,106.42,10,0,0
O02444,P059,C0139,1,36265.32,36265.32,36265.32,10,0,0
O02925,P061,C0237,2,51617.79,103235.58,51617.79,0,0,1
O02959,P050,C0005,2,531.31,1062.62,531.31,10,0,0
O03881,P082,C0376,1,5339.64,5339.64,5339.64,5,0,0
O04374,P025,C0281,1,25035.39,25035.39,25035.39,30,1,0
O00416,P066,C0350,1,12335.99,12335.99,12335.99,10,0,0
O00670,P015,C0456,3,1284.31,3852.93,1284.31,20,1,0
O00994,P058,C0458,1,837.18,837.18,837.18,5,0,0
O01066,P073,C0225,2,841.84,1683.68,841.84,20,1,0
O01345,P013,C0358,4,9990.8,39963.2,9990.8,5,0,0
O01427,P085,C0422,1,5207.9,5207.9,5207.9,15,1,0
O02132,P004,C0308,3,90.13,270.39,90.13,25,1,0
O02159,P021,C0197,2,13150.39,26300.78,13150.39,15,1,0
O02983,P035,C0245,2,63.77,127.54,63.77,10,0,0
O02998,P082,C0174,2,4870.53,9741.06,4870.53,15,1,0
O03108,P089,C0181,3,142.62,427.86,142.62,5,0,0
O03603,P050,C0413,2,525.37,1050.74,525.37,10,0,0
O03655,P072,C0147,2,1457.9,2915.8,1457.9,15,1,0
O03730,P037,C0415,1,318.28,318.28,318.28,5,0,0
O03868,P001,C0231,2,765.84,1531.68,765.84,0,0,0
O04680,P025,C0498,2,36072.12,72144.24,36072.12,0,0,0
O04914,P084,C0345,2,216.09,432.18,216.09,0,0,0
O00730,P083,C0322,2,737.8,1475.6,737.8,10,0,0
O00959,P090,C0302,5,9060.74,45303.7,9060.74,0,0,0
O01136,P006,C0413,2,5457.41,10914.82,5457.41,10,0,0
O01160,P005,C0425,1,1568.8,1568.8,1568.8,0,0,0
O01461,P011,C0098,1,504.46,504.46,504.46,20,1,0
O01677,P093,C0066,15,93.0,1395.0,93.0,70,1,1
O01990,P072,C0242,1,1697.83,1697.83,1697.83,5,0,0
O02035,P017,C0131,1,291.61,291.61,291.61,20,1,0
O02113,P048,C0060,2,4199.63,8399.26,4199.63,0,0,0
O02214,P043,C0038,3,6197.1,18591.3,6197.099999999999,5,0,0
O02386,P018,C0106,1,3865.34,3865.34,3865.34,10,0,0
O03660,P061,C0165,1,8909.94,8909.94,8909.94,10,0,0
O03817,P057,C0324,2,2491.2,4982.4,2491.2,25,1,0
O04187,P093,C0318,2,314.12,628.24,314.12,0,0,0
O00276,P045,C0232,1,656.55,656.55,656.55,20,1,0
O00312,P020,C0396,3,2592.53,7777.59,2592.53,15,1,0
O00958,P024,C0377,2,1748.22,3496.44,1748.22,15,1,0
O01402,P093,C0443,4,276.21,1104.84,276.21,10,0,0
O01614,P048,C0483,1,3900.38,3900.38,3900.38,5,0,0
O01738,P086,C0247,2,19942.43,39884.86,19942.43,5,0,0
O01933,P052,C0393,3,4647.88,13943.64,4647.88,0,0,0
O02222,P022,C0218,3,1844.05,5532.15,1844.05,10,0,0
O02290,P052,C0478,3,4837.48,14512.44,4837.4800000000005,0,0,0
O02455,P025,C0275,2,36401.69,72803.38,36401.69,0,0,0
O02670,P009,C0098,20,10442.09,208841.8,10442.09,10,0,1
O02910,P052,C0267,2,4223.24,8446.48,4223.24,10,0,0
O03573,P021,C0244,1,12893.25,12893.25,12893.25,15,1,0
O03941,P061,C0237,2,9754.88,19509.76,9754.88,0,0,0
O04098,P051,C0416,1,263.81,263.81,263.81,5,0,0
O04219,P009,C0486,1,5372.04,5372.04,5372.04,10,0,0
O04564,P023,C0015,3,10175.29,30525.87,10175.289999999999,5,0,0
O00179,P058,C0118,1,787.82,787.82,787.82,10,0,0
O00661,P009,C0013,2,5857.64,11715.28,5857.64,0,0,0
O00724,P097,C0402,1,404.67,404.67,404.67,10,0,0
O01266,P084,C0051,3,192.24,576.72,192.24,10,0,0
O01336,P078,C0172,1,957.61,957.61,957.61,5,0,0
O02160,P040,C0225,2,1765.59,3531.18,1765.59,10,0,0
O03131,P018,C0232,2,4181.25,8362.5,4181.25,5,0,0
O03695,P067,C0344,2,10489.85,20979.7,10489.85,0,0,0
O03703,P034,C0349,1,21431.15,21431.15,21431.15,20,1,0
O04332,P014,C0174,1,9796.62,9796.62,9796.62,25,1,0
O04425,P047,C0035,1,812.42,812.42,812.42,0,0,0
O04429,P025,C0235,2,28745.17,57490.34,28745.17,20,1,0
O00015,P090,C0456,3,7299.34,21898.02,7299.34,20,1,0
O00747,P088,C0206,2,870.84,1741.68,870.84,15,1,0
O00790,P006,C0312,2,5082.84,10165.68,5082.84,15,1,0
O00883,P049,C0322,1,1368.22,1368.22,1368.22,0,0,0
O01024,P100,C0213,1,1991.19,1991.19,1991.19,0,0,1
O01070,P061,C0273,3,8639.54,25918.62,8639.539999999999,10,0,0
O01132,P084,C0354,1,203.58,203.58,203.58,5,0,0
O01172,P078,C0395,1,940.94,940.94,940.94,5,0,0
O01350,P027,C0174,1,2276.4,2276.4,2276.4,15,1,0
O01439,P025,C0123,1,27729.03,27729.03,27729.03,25,1,0
O01854,P008,C0141,5,1021.45,5107.25,1021.45,0,0,0
O01861,P040,C0203,3,1748.15,5244.45,1748.1499999999999,10,0,0
O02758,P097,C0088,2,383.7,767.4,383.7,15,1,0
O03309,P048,C0056,3,3176.95,9530.85,3176.9500000000003,25,1,0
O03704,P054,C0488,2,18763.15,37526.3,18763.15,30,1,0
O03893,P021,C0372,20,29753.01,595060.2,29753.01,0,0,1
O01106,P047,C0398,3,758.04,2274.12,758.04,5,0,0
O01451,P052,C0190,30,3560.02,106800.6,3560.02,25,1,1
O01801,P050,C0097,1,496.24,496.24,496.24,15,1,0
O01808,P088,C0345,5,849.1,4245.5,849.1,20,1,0
O02190,P007,C0481,2,1563.02,3126.04,1563.02,0,0,0
O02667,P070,C0081,3,989.05,2967.15,989.0500000000001,0,0,0
O02690,P082,C0159,1,4896.19,4896.19,4896.19,15,1,0
O03223,P050,C0036,2,558.15,1116.3,558.15,5,0,0
O04042,P027,C0468,1,2164.43,2164.43,2164.43,20,1,0
O04162,P093,C0420,1,261.35,261.35,261.35,15,1,0
O04505,P074,C0091,3,2891.42,8674.26,2891.42,0,0,0
O04522,P004,C0094,1,122.3,122.3,122.3,0,0,0
O00127,P037,C0031,2,254.79,509.58,254.79,25,1,0
O00493,P015,C0322,2,1406.35,2812.7,1406.35,10,0,0
O01103,P092,C0359,3,286.59,859.77,286.59,0,0,0
O01121,P034,C0462,1,22444.36,22444.36,22444.36,15,1,0
O01483,P055,C0477,2,438.04,876.08,438.04,10,0,0
O02054,P087,C0396,1,704.19,704.19,704.19,15,1,0
O02405,P057,C0014,2,3468.38,6936.76,3468.38,0,0,0
O02517,P092,C0205,2,277.77,555.54,277.77,0,0,0
O03338,P019,C0323,2,975.14,1950.28,975.14,5,0,0
O03460,P023,C0112,1,8194.39,8194.39,8194.39,20,1,0
O03501,P051,C0315,1,279.26,279.26,279.26,0,0,0
O04130,P053,C0393,2,5971.17,11942.34,5971.17,10,0,0
O04148,P089,C0012,1,150.25,150.25,150.25,0,0,0
O04749,P022,C0218,1,1770.65,1770.65,1770.65,15,1,0
O00278,P052,C0070,2,3954.88,7909.76,3954.88,15,1,0
O00448,P036,C0192,3,23911.25,71733.75,23911.25,20,1,1
O00796,P085,C0113,1,5418.06,5418.06,5418.06,10,0,0
O01002,P028,C0235,3,3881.35,11644.05,3881.35,15,1,0
O01338,P013,C0417,2,9802.09,19604.18,9802.09,5,0,0
O01468,P098,C0339,1,270.86,270.86,270.86,0,0,0
O01523,P097,C0424,2,437.34,874.68,437.34,0,0,0
O02056,P079,C0364,1,340.3,340.3,340.3,0,0,0
O02162,P075,C0123,4,14626.64,58506.56,14626.64,15,1,0
O02212,P065,C0354,2,179.51,359.02,179.51,0,0,0
O02264,P009,C0093,2,4057.32,8114.64,4057.32,30,1,0
O02877,P048,C0332,2,3533.12,7066.24,3533.12,15,1,0
O03218,P044,C0421,1,1473.38,1473.38,1473.38,15,1,0
O04054,P062,C0481,3,1059.08,3177.24,1059.08,15,1,0
O04434,P089,C0455,1,143.58,143.58,143.58,5,0,0
O04476,P022,C0134,3,2010.38,6031.14,2010.38,0,0,0
O00404,P021,C0125,3,11840.02,35520.06,11840.019999999999,20,1,0
O00567,P072,C0413,1,1565.79,1565.79,1565.79,10,0,0
O02058,P086,C0437,4,21037.33,84149.32,21037.33,0,0,0
O02286,P053,C0083,1,6130.69,6130.69,6130.69,10,0,0
O03141,P019,C0307,3,989.02,2967.06,989.02,5,0,0
O03365,P052,C0232,1,4210.55,4210.55,4210.55,10,0,0
O04171,P049,C0281,2,3786.5,7573.0,3786.5,10,0,1
O04269,P066,C0154,1,12827.91,12827.91,12827.91,5,0,0
O04475,P012,C0278,1,308.89,308.89,308.89,0,0,0
O04758,P085,C0060,1,6034.45,6034.45,6034.45,0,0,0
O00251,P038,C0225,2,466.44,932.88,466.44,0,0,0
O00289,P014,C0255,2,9434.8,18869.6,9434.8,30,1,0
O00818,P099,C0402,15,927.0,13905.0,927.0,70,1,1
O01141,P035,C0056,1,59.66,59.66,59.66,15,1,0
O01194,P075,C0483,5,13038.6,65193.0,13038.6,25,1,0
O01276,P083,C0090,1,677.23,677.23,677.23,20,1,0
O01835,P057,C0356,2,3512.85,7025.7,3512.85,0,0,0
O02852,P024,C0304,1,1878.63,1878.63,1878.63,10,0,0
O03239,P033,C0183,4,116.03,464.12,116.03,10,0,0
O03379,P048,C0251,2,17270.98,34541.96,17270.98,15,1,1
O03504,P090,C0067,1,9256.42,9256.42,9256.42,0,0,0
O03713,P057,C0081,3,2715.71,8147.13,2715.71,20,1,0
O03743,P002,C0106,4,4848.49,19393.96,4848.49,15,1,0
O04153,P068,C0171,3,810.24,2430.72,810.2399999999999,0,0,0
O04991,P092,C0255,2,209.78,419.56,209.78,25,1,0
O00106,P058,C0065,3,875.72,2627.16,875.7199999999999,0,0,0
O00192,P057,C0289,1,3500.98,3500.98,3500.98,0,0,0
O00722,P057,C0161,1,2942.51,2942.51,2942.51,15,1,0
O01006,P014,C0045,2,11358.38,22716.76,11358.38,15,1,0
O01018,P097,C0327,1,432.38,432.38,432.38,5,0,0
O01719,P019,C0490,1,904.05,904.05,904.05,10,0,0
O01960,P091,C0083,3,47654.25,142962.75,47654.25,15,1,0
O02509,P086,C0275,2,17466.44,34932.88,17466.44,15,1,0
O03185,P070,C0032,2,814.03,1628.06,814.03,20,1,0
O03380,P084,C0359,2,182.04,364.08,182.04,15,1,0
O04214,P016,C0042,1,5038.1,5038.1,5038.1,0,0,0
O04404,P096,C0223,1,1487.73,1487.73,1487.73,25,1,0
O04760,P087,C0070,1,568.0,568.0,568.0,30,1,0
O00641,P048,C0321,2,4120.43,8240.86,4120.43,0,0,0
O01392,P019,C0452,1,958.72,958.72,958.72,5,0,0
O01567,P086,C0171,1,15449.37,15449.37,15449.37,25,1,0
O01882,P080,C0072,1,16070.74,16070.74,16070.74,15,1,0
O02273,P060,C0079,1,859.14,859.14,859.14,0,0,0
O02330,P025,C0445,2,32769.57,65539.14,32769.57,10,0,0
O03589,P075,C0395,2,15490.33,30980.66,15490.33,10,0,0
O03590,P049,C0382,3,1224.34,3673.02,1224.34,10,0,0
O03892,P005,C0129,2,1284.63,2569.26,1284.63,15,1,0
O04435,P024,C0055,1,1587.09,1587.09,1587.09,25,1,0
O04554,P016,C0036,4,3569.18,14276.72,3569.18,30,1,0
O04651,P004,C0158,1,82.87,82.87,82.87,30,1,0
O04908,P026,C0436,2,85.63,171.26,85.63,15,1,0
O00267,P015,C0247,1,1179.99,1179.99,1179.99,25,1,0
O00825,P087,C0230,2,814.04,1628.08,814.04,0,0,0
O00910,P087,C0452,4,616.4,2465.6,616.4,25,1,0
O01025,P007,C0094,1,1556.68,1556.68,1556.68,0,0,0
O01686,P087,C0387,4,774.82,3099.28,774.82,5,0,0
O01836,P060,C0488,1,629.21,629.21,629.21,25,1,0
O02472,P084,C0078,1,159.1,159.1,159.1,25,1,0
O02754,P024,C0093,1,1778.8,1778.8,1778.8,15,1,0
O04277,P064,C0320,3,2926.63,8779.89,2926.6299999999997,25,1,0
O04337,P083,C0083,1,835.04,835.04,835.04,0,0,0
O04422,P019,C0474,1,859.11,859.11,859.11,15,1,0
O04447,P049,C0430,1,1107.21,1107.21,1107.21,20,1,0
O00366,P019,C0163,1,750.94,750.94,750.94,25,1,0
O00511,P011,C0345,3,514.13,1542.39,514.13,20,1,0
O00951,P032,C0038,2,306.06,612.12,306.06,0,0,0
O01556,P076,C0411,4,4698.26,18793.04,4698.26,30,1,0
O01797,P063,C0389,2,622.23,1244.46,622.23,5,0,0
O01948,P039,C0363,1,104.81,104.81,104.81,20,1,0
O02208,P072,C0283,2,7139.72,14279.44,7139.72,15,1,1
O02259,P031,C0181,1,43885.9,43885.9,43885.9,5,0,0
O02394,P002,C0013,4,4724.18,18896.72,4724.18,15,1,0
O02460,P057,C0275,2,3044.57,6089.14,3044.57,10,0,0
O02870,P099,C0181,2,3092.09,6184.18,3092.09,0,0,0
O03191,P091,C0469,3,55308.14,165924.42,55308.14000000001,0,0,0
O03568,P048,C0164,2,4035.99,8071.98,4035.99,5,0,0
O03789,P080,C0324,1,15170.74,15170.74,15170.74,20,1,0
O04361,P010,C0329,2,1968.9,3937.8,1968.9,0,0,0
O00479,P085,C0332,1,5518.96,5518.96,5518.96,10,0,0
O00912,P013,C0190,2,10571.12,21142.24,10571.12,0,0,0
O01149,P039,C0359,1,109.18,109.18,109.18,15,1,0
